date,close,open,high,low,volume,change_pct,return_1d,return_2d,return_5d,ma_5,ma_10,ma_ratio,volatility_5,direction
2015-03-12,8776.0,8740.65,8787.2,8732.9,179340000.0,0.87,0.00874142954844559,0.007340407825942252,-0.016435700156343658,8776.5,8850.460000000001,0.9916433722089021,0.01077223052537474,0
2015-03-13,8647.75,8844.05,8849.75,8631.75,184670000.0,-1.46,-0.014613719234275346,-0.006000034482956829,-0.032446644849095096,8718.5,8830.775,0.9872859403619728,0.011350071184670997,0
2015-03-16,8633.15,8656.75,8663.55,8612.0,168440000.0,-0.17,-0.0016883004249660383,-0.016277347310847845,-0.014114825705884071,8693.78,8803.904999999999,0.9874913461696828,0.008386096255116894,1
2015-03-17,8723.3,8689.1,8742.55,8630.8,182500000.0,1.04,0.010442306689910419,0.00873637651412218,0.0012913149029218918,8696.03,8780.56,0.9903730513771333,0.010041772581089414,0
2015-03-18,8685.9,8742.9,8747.25,8664.0,161150000.0,-0.43,-0.004287368312450468,0.006110168362648549,-0.0016149518100679883,8693.22,8749.525,0.9935647935173624,0.010245143525437721,0
2015-03-19,8634.65,8749.45,8788.2,8614.65,168630000.0,-0.59,-0.005900367261884254,-0.010162438526704287,-0.016106426618049285,8664.95,8720.725,0.9936043161549069,0.009043570327983277,0
2015-03-20,8570.9,8627.9,8627.9,8553.0,179980000.0,-0.74,-0.007383043898710473,-0.01323984849008164,-0.00888670463415342,8649.579999999998,8684.039999999999,0.9960318008668775,0.007142307530701783,0
2015-03-23,8550.9,8591.55,8608.35,8540.55,155430000.0,-0.23,-0.002333477231095893,-0.009699292964972517,-0.009527229342707999,8633.13,8663.455,0.9964996643948631,0.0071464393837392375,0
2015-03-24,8542.95,8537.05,8627.75,8535.85,161460000.0,-0.09,-0.0009297266954354511,-0.0032610344304564443,-0.020674515378354408,8597.060000000001,8646.545,0.9942769048215213,0.002607859895560358,0
2015-03-25,8530.8,8568.9,8573.75,8516.55,165950000.0,-0.14,-0.0014222253437046195,-0.00235062975827105,-0.017856526094014447,8566.039999999999,8629.630000000001,0.9926312020329954,0.0028757633071149428,0
2015-03-26,8342.15,8474.95,8499.45,8325.35,288760000.0,-2.21,-0.022113986964880206,-0.023504761235872973,-0.033875142594083196,8507.539999999999,8586.244999999999,0.9908335948950909,0.008918826620940287,0
2015-03-27,8341.4,8396.0,8413.2,8269.15,198980000.0,-0.01,-8.990488063631563e-05,-0.022201903690157954,-0.02677665122682571,8461.640000000001,8555.609999999999,0.9890165634010903,0.009390974616643469,1
2015-03-30,8492.3,8390.95,8504.55,8380.75,138880000.0,1.81,0.018090488407221716,0.017998957103384505,-0.006853079792770389,8449.92,8541.525,0.989275334322618,0.014237531611456031,0
2015-03-31,8491.0,8527.6,8550.45,8454.15,172360000.0,-0.02,-0.00015307984880408299,0.01793463926918748,-0.0060810375806952255,8439.529999999999,8518.295,0.9907534312911209,0.01424672023987826,1
2015-04-01,8586.25,8483.7,8603.4,8464.75,129450000.0,1.12,0.011217759981156483,0.011062962919350605,0.006499976555540021,8450.619999999999,8508.329999999998,0.9932172353446564,0.015268429815159069,1
2015-04-06,8659.9,8615.8,8667.55,8573.75,151380000.0,0.86,0.008577667782792231,0.01989164998233428,0.038089701096240214,8514.17,8510.855,1.0003895025822906,0.0077992588305063615,1
2015-04-07,8660.3,8684.45,8693.6,8586.85,153260000.0,0.0,4.6189909814087216e-05,0.008624253894307765,0.038230992399357344,8577.95,8519.795,1.0068258684627975,0.007766191098861369,1
2015-04-08,8714.4,8698.95,8730.5,8679.8,152800000.0,0.62,0.006246896758772769,0.006293375212184982,0.026153103399550126,8622.369999999999,8536.145,1.0101011639328992,0.005097412486743376,1
2015-04-09,8778.3,8756.2,8785.5,8682.45,157410000.0,0.73,0.007332690718810264,0.013625394039467498,0.0338358261688847,8679.83,8559.679999999998,1.0140367396912036,0.004147690279944351,1
2015-04-10,8780.35,8774.35,8787.4,8733.6,143290000.0,0.02,0.00023353041021612064,0.007567933535298055,0.022605910612898628,8718.65,8584.634999999998,1.0156110306378783,0.004054058220029839,1
2015-04-13,8834.0,8801.75,8841.65,8762.1,125370000.0,0.61,0.0061102347856292205,0.0063451921214814355,0.020104158246631032,8753.47,8633.82,1.0138582921580481,0.0035506050608129845,0
2015-04-15,8750.2,8844.75,8844.8,8722.4,168580000.0,-0.95,-0.009486076522526532,-0.0034338038916443825,0.010380702747018189,8771.45,8674.7,1.011153123450955,0.007042369611531574,0
2015-04-16,8706.7,8757.05,8760.0,8645.65,147270000.0,-0.5,-0.0049713149413728175,-0.01441023318994783,-0.0008835949692461709,8769.91,8696.14,1.008483074099543,0.0071717415377449785,0
2015-04-17,8606.0,8698.05,8699.85,8596.7,154980000.0,-1.16,-0.011565805643929505,-0.016479623322895542,-0.019627946185480027,8735.45,8707.64,1.0031937471002477,0.0072180499053246345,0
2015-04-20,8448.1,8618.8,8619.95,8422.75,153510000.0,-1.83,-0.018347664420171883,-0.02970126454339761,-0.037840177213892434,8669.0,8693.825,0.9971445249933142,0.009078327589617451,0
2015-04-21,8377.75,8416.1,8469.35,8352.7,420430000.0,-0.83,-0.008327316201276025,-0.02652219381826637,-0.05164704550599952,8577.75,8665.61,0.989861071522951,0.004975662715274346,1
2015-04-22,8429.7,8400.4,8449.95,8284.7,177130000.0,0.62,0.006200948942138407,-0.002178004521726784,-0.036627734223217745,8513.650000000001,8642.55,0.9850854203909728,0.009068482599405696,0
2015-04-23,8398.3,8478.2,8504.95,8361.85,160800000.0,-0.37,-0.0037249249676739593,0.0024529259049266283,-0.03542099762252071,8451.97,8610.939999999999,0.9815386008960695,0.009168588146998615,0
2015-04-24,8305.25,8405.7,8413.3,8273.35,178990000.0,-1.11,-0.011079623257087667,-0.014763277459458934,-0.034946548919358555,8391.82,8563.635,0.9799366740875808,0.009112494582968157,0
2015-04-27,8213.8,8330.55,8334.45,8202.35,176840000.0,-1.1,-0.01101110743204603,-0.021968731767143312,-0.02773404670872759,8344.960000000001,8506.98,0.9809544632760394,0.007237441509018537,1
2015-04-28,8285.6,8215.55,8308.0,8185.15,179970000.0,0.87,0.008741386447198796,-0.0023659733301224506,-0.010999373340097263,8326.53,8452.14,0.985138674939128,0.00934204729286279,0
2015-04-29,8239.75,8274.8,8308.2,8219.2,165360000.0,-0.55,-0.00553369701651063,0.003159317246585136,-0.022533423490753046,8288.539999999999,8401.095000000001,0.9866023417185495,0.008103814174933248,0
2015-04-30,8181.5,8224.5,8229.4,8144.75,276020000.0,-0.71,-0.007069389241178392,-0.012563966399536608,-0.025814748222854567,8245.18,8348.575,0.9876152517046322,0.008159453299158497,1
2015-05-04,8331.95,8230.05,8346.0,8220.45,135760000.0,1.84,0.018389048462995827,0.011189659880457725,0.003214833990548227,8250.52,8321.17,0.9915096074229947,0.012388893248828518,0
2015-05-05,8324.8,8338.4,8355.65,8280.6,160340000.0,-0.09,-0.0008581424516471703,0.01751512558821733,0.013513842557646871,8272.72,8308.84,0.9956528227767052,0.010706703229081647,0
2015-05-06,8097.0,8316.6,8331.95,8083.0,216090000.0,-2.74,-0.027364020757255303,-0.028198680981042945,-0.02276238292941979,8235.0,8280.765,0.9944733367025873,0.01633710950309376,0
2015-05-07,8057.3,8077.0,8122.6,7997.15,166560000.0,-0.49,-0.004903050512535478,-0.03213290409379199,-0.022142662095330556,8198.51,8243.525,0.9945393505812138,0.016329443277480458,1
2015-05-08,8191.5,8131.5,8224.95,8123.45,188780000.0,1.67,0.016655703523512866,0.011670989255279762,0.0012222697549348904,8200.51,8222.845,0.997283786815877,0.01863061044763863,1
2015-05-11,8325.25,8243.2,8332.75,8224.65,197880000.0,1.63,0.01632790087285607,0.03325555707246841,-0.0008041334861588201,8199.17,8224.845,0.9968783606256411,0.01814920618743473,0
2015-05-12,8126.95,8326.15,8326.65,8115.3,178750000.0,-2.38,-0.023819104531395463,-0.007880119636208271,-0.023766336728810233,8159.6,8216.16,0.9931160055305642,0.021079885689227265,1
2015-05-13,8235.45,8181.55,8254.95,8089.8,175020000.0,1.34,0.013350641999766433,-0.010786462868982771,0.01709892552797343,8187.289999999999,8211.145,0.9970948022474331,0.01768901453748371,0
2015-05-14,8224.2,8232.45,8236.25,8137.3,138960000.0,-0.14,-0.0013660455712802833,0.011966358843108482,0.02071413500800534,8220.67,8209.59,1.0013496410904807,0.017335018134957726,1
2015-05-15,8262.35,8240.3,8279.2,8212.2,133840000.0,0.46,0.004638749057659153,0.003266366743772231,0.008649209546481185,8234.84,8217.675,1.0020887903208633,0.015960064221738984,1
2015-05-18,8373.65,8284.95,8384.6,8271.95,153340000.0,1.35,0.013470743795651163,0.01817198025339839,0.00581363923005318,8244.52,8221.845,1.0027578967981032,0.015350564382871567,0
2015-05-19,8365.65,8356.2,8427.8,8335.0,144640000.0,-0.1,-0.0009553778818077729,0.012502496263169682,0.029371412399485708,8292.26,8225.929999999998,1.0080635259478261,0.007317521780347342,1
2015-05-20,8423.25,8392.65,8440.35,8391.45,127390000.0,0.69,0.00688529881121025,0.005923342867208525,0.022803854069904927,8329.820000000002,8258.554999999998,1.0086292335644678,0.006130839525246182,0
2015-05-21,8421.0,8434.5,8446.35,8382.5,148190000.0,-0.03,-0.00026711779894939003,0.006616341826397365,0.02392937914933957,8369.18,8294.925,1.0089518591186781,0.00588102793938469,1
2015-05-22,8458.95,8432.5,8489.55,8420.6,193080000.0,0.45,0.0045065906661918564,0.004238269076662915,0.023794683110737402,8408.5,8321.670000000002,1.0104342037115144,0.005881974908552392,0
2015-05-25,8370.25,8438.15,8441.95,8364.15,125050000.0,-1.05,-0.010485935015575265,-0.006026600166251006,-0.00040603559976826187,8407.82,8326.170000000002,1.0098064296068898,0.006682731317545897,0
2015-05-26,8339.35,8377.1,8378.9,8320.05,120430000.0,-0.37,-0.0036916460081837243,-0.014138870663616632,-0.0031438083113684012,8402.560000000001,8347.41,1.0066068397263344,0.006883080805344811,0
2015-05-27,8334.6,8302.75,8342.85,8277.95,170580000.0,-0.06,-0.0005695887569174829,-0.00425913204504047,-0.010524441278603858,8384.83,8357.325,1.0032911248515524,0.0055273385824196174,0
2015-05-28,8319.0,8345.7,8364.5,8270.15,239550000.0,-0.19,-0.001871715499244142,-0.002440238148057161,-0.012112575703598139,8364.43,8366.805,0.9997161401514676,0.005440097814685385,1
2015-05-29,8433.65,8327.1,8443.9,8305.7,375230000.0,1.38,0.013781704531794725,0.011884193602572424,-0.002990914948072909,8359.37,8383.935,0.9970699915970247,0.008884484995554156,0
2015-06-01,8433.4,8417.25,8467.15,8405.4,125990000.0,0.0,-2.9643155691760903e-05,0.013751652842889817,0.007544577521579443,8372.0,8389.91,0.9978652929530829,0.006996107635742271,0
2015-06-02,8236.45,8442.8,8445.35,8226.05,151340000.0,-2.34,-0.023353570327507178,-0.023382521209677765,-0.012339091176170713,8351.42,8376.990000000002,0.996947590960476,0.013324295345644431,0
2015-06-03,8135.1,8232.45,8236.7,8094.15,176660000.0,-1.23,-0.012305058611416397,-0.0353712618872577,-0.023936361673025708,8311.52,8348.175,0.9956092199792171,0.013938812205715044,0
2015-06-04,8130.65,8155.15,8160.05,8056.75,159470000.0,-0.05,-0.0005470123292892204,-0.012845339921932486,-0.02264094242096415,8273.85,8319.140000000001,0.9945559276559836,0.014019687456258697,0
2015-06-05,8114.7,8119.15,8191.0,8100.15,167060000.0,-0.2,-0.001961712778191127,-0.002507652026404128,-0.03781873803157587,8210.060000000001,8284.715,0.9909888270145686,0.010113728462466593,0
2015-06-08,8044.15,8124.35,8131.0,8030.55,140080000.0,-0.87,-0.008694098364696146,-0.01063875581903051,-0.04615576161453272,8132.210000000001,8252.105,0.9854709798287833,0.009183401547686213,0
2015-06-09,8022.4,8026.5,8057.15,8005.15,140220000.0,-0.27,-0.0027038282478570874,-0.011374419263805224,-0.02598813809347489,8089.4,8220.41,0.9840628387148572,0.005026163766031189,1
2015-06-10,8124.45,8024.15,8152.25,8023.8,141030000.0,1.27,0.012720632229756612,0.009982409577146134,-0.0013091418667257049,8087.2699999999995,8199.395,0.9863252105795609,0.007883189851828605,0
2015-06-11,7965.35,8157.3,8163.05,7958.25,171350000.0,-1.96,-0.019582864070798567,-0.007111338252891786,-0.020330477883071962,8054.209999999999,8164.030000000001,0.9865483100870525,0.011728859545051118,1
2015-06-12,7982.9,7959.85,7995.6,7940.3,140840000.0,0.22,0.002203293012861929,-0.017422717845515745,-0.01624212848287676,8027.85,8118.955,0.9887787282969299,0.012057062221507167,1
2015-06-15,8013.9,7986.6,8057.7,7944.85,137120000.0,0.39,0.003883300554936131,0.006095149616777595,-0.003760496758513976,8021.8,8077.004999999999,0.9931651645628548,0.011938665362805495,1
2015-06-16,8047.3,8004.2,8061.85,7952.35,127810000.0,0.42,0.0041677585195722955,0.008067243733480334,0.003103809333865337,8026.780000000001,8058.089999999999,0.996114463849374,0.012044775713612796,1
2015-06-17,8091.55,8084.2,8136.85,8048.95,157210000.0,0.55,0.005498738707392592,0.009689414642059413,-0.004049504889561684,8020.2,8053.734999999999,0.9958360934398761,0.010584139009578723,1
2015-06-18,8174.6,8113.7,8186.9,8101.8,149270000.0,1.03,0.010263793710722835,0.01581897033787727,0.026270032076431082,8062.05,8058.13,1.0004864652220802,0.0030622976346223445,1
2015-06-19,8224.95,8201.15,8250.8,8195.65,151580000.0,0.62,0.006159322780319609,0.016486334509457468,0.030321061268461458,8110.460000000001,8069.155000000001,1.0051188755204232,0.002563881924709382,1
2015-06-22,8353.1,8259.3,8369.45,8257.4,126540000.0,1.56,0.015580641827609876,0.02183593081007018,0.042326457779608084,8178.3,8100.05,1.0096604341948507,0.004646595990909374,1
2015-06-23,8381.55,8377.45,8398.45,8334.95,135840000.0,0.34,0.003405921155020142,0.019039629420239512,0.04153567034906103,8245.15,8135.964999999999,1.0134200429819942,0.004826380861466388,0
2015-06-24,8360.85,8399.4,8421.35,8338.9,134060000.0,-0.25,-0.002469710256456037,0.000927799260154849,0.03328163330882217,8299.01,8159.6050000000005,1.0170847730986978,0.006832469748698643,1
2015-06-25,8398.0,8336.25,8423.15,8329.5,207420000.0,0.44,0.004443328130512958,0.001962644141000336,0.02732855430235115,8343.69,8202.869999999999,1.0171671622249288,0.006539172231815229,0
2015-06-26,8381.1,8393.95,8408.55,8339.7,113960000.0,-0.2,-0.002012383900928727,0.0024220025475878426,0.018984917841445847,8374.92,8242.689999999999,1.0160420930545733,0.0072877503279496466,0
2015-06-29,8318.4,8247.05,8329.45,8195.65,136110000.0,-0.75,-0.007481118230303951,-0.009478447249345101,-0.004154146364822697,8367.98,8273.140000000001,1.011463603903717,0.004849608566672908,1
2015-06-30,8368.5,8316.35,8378.0,8298.95,163370000.0,0.6,0.006022792844777802,-0.0015033826108744597,-0.0015569912486352866,8365.37,8305.26,1.0072375819661277,0.005515551415734569,1
2015-07-01,8453.05,8376.25,8481.6,8370.15,135890000.0,1.01,0.010103363804743859,0.016187007116753138,0.01102758690802963,8383.81,8341.41,1.0050830734851781,0.0069565885912333736,0
2015-07-02,8444.9,8471.95,8479.25,8433.2,115470000.0,-0.1,-0.0009641490349636683,0.009129473621317885,0.005584663015003599,8393.189999999999,8368.439999999999,1.0029575404734932,0.006943918296634499,1
2015-07-03,8484.9,8440.1,8497.75,8424.15,91140000.0,0.47,0.004736586578881985,0.0037678707685391277,0.012385009127680036,8413.95,8394.435,1.002324754435528,0.006834566879469301,1
2015-07-06,8522.15,8386.15,8533.15,8386.15,104580000.0,0.44,0.004390151916934704,0.009147532830465765,0.024493893056356963,8454.7,8411.34,1.0051549455853646,0.003968678178370544,0
2015-07-07,8510.8,8525.5,8561.35,8483.85,126040000.0,-0.13,-0.0013318235421813096,0.0030524814670767064,0.017004242098344946,8483.16,8424.265,1.0069911143583448,0.004720620559186439,0
2015-07-08,8363.05,8439.2,8457.5,8341.4,193890000.0,-1.74,-0.01736029515439208,-0.01866899784678755,-0.010647044557881458,8465.16,8424.484999999999,1.004828188310621,0.008994688352641394,0
2015-07-09,8328.55,8364.85,8400.3,8323.0,135360000.0,-0.41,-0.0041252892186463,-0.0214139681346055,-0.013777546211322877,8441.89,8417.539999999999,1.0028927691463303,0.009005462416990753,1
2015-07-10,8360.55,8365.7,8377.1,8315.4,158880000.0,0.38,0.0038422054259144023,-0.0002989340013511699,-0.014655446734787692,8417.019999999999,8415.484999999999,1.0001824018461205,0.008826987726307977,1
2015-07-13,8459.65,8397.25,8471.65,8355.4,121380000.0,1.19,0.011853287164121928,0.015741035354293498,-0.007333830078090631,8404.52,8429.609999999999,0.9970235870935905,0.010785293650184543,0
2015-07-14,8454.1,8470.6,8480.25,8424.1,104890000.0,-0.07,-0.0006560555105706856,0.011189455239188906,-0.006662123419654886,8393.179999999998,8438.17,0.9946682752302927,0.01079097613705562,1
2015-07-15,8523.8,8463.4,8531.4,8462.95,108840000.0,0.82,0.008244520410215062,0.007583056036597258,0.019221456286880878,8425.329999999998,8445.244999999999,0.9976418682939333,0.0064666950970151205,1
2015-07-16,8608.05,8546.15,8616.1,8542.9,119640000.0,0.99,0.009884089255965733,0.018210099241787958,0.03355926301697165,8481.23,8461.56,1.0023246304463953,0.005033310048891434,1
2015-07-17,8609.85,8623.65,8642.95,8593.15,108190000.0,0.02,0.0002091065920855062,0.010095262676271366,0.0298186124118629,8531.09,8474.055,1.0067305439957612,0.005748461937304098,0
2015-07-20,8603.45,8623.9,8624.1,8559.0,93440000.0,-0.07,-0.000743334669012774,-0.0005343835131067509,0.016998339174788768,8559.85,8482.185,1.0091562492447408,0.005227634263573541,0
2015-07-21,8529.45,8601.5,8646.75,8517.9,169150000.0,-0.86,-0.008601200681122134,-0.009338141779473452,0.008912835192391944,8574.92,8484.05,1.0107106865235354,0.007484463938703621,1
2015-07-22,8633.5,8512.25,8643.9,8498.65,141020000.0,1.22,0.01219891083246849,0.003492784871185206,0.012869846781951688,8596.86,8511.095,1.0100768467512113,0.008478762445093022,0
2015-07-23,8589.8,8643.95,8654.75,8573.8,136960000.0,-0.51,-0.005061678345977927,0.007075485523685421,-0.0021201085030871925,8593.21,8537.22,1.00655834100562,0.007877378698886295,0
2015-07-24,8521.55,8588.15,8589.15,8513.5,131350000.0,-0.79,-0.00794547020885239,-0.012966931140325544,-0.010255695511536378,8575.55,8553.32,1.0025989908012327,0.008536421226005498,0
2015-07-27,8361.0,8492.1,8492.2,8351.55,140830000.0,-1.88,-0.018840469163473705,-0.026636242985866865,-0.028180555474838664,8527.060000000001,8543.455,0.9980809871416191,0.011257186437614293,0
2015-07-28,8337.0,8371.1,8397.4,8321.75,179980000.0,-0.29,-0.002870470039468942,-0.02165685820067942,-0.02256300230378283,8488.57,8531.744999999999,0.9949394877601242,0.011173011240094127,1
2015-07-29,8375.05,8365.6,8381.5,8338.45,145400000.0,0.46,0.004563991843588688,0.001680421002272281,-0.029935715526727358,8436.88,8516.869999999999,0.9906080520191103,0.00852833633443789,1
2015-07-30,8421.8,8417.0,8458.9,8408.3,221940000.0,0.56,0.005582056226530074,0.01017152452920711,-0.01955808051409813,8403.28,8498.244999999999,0.9888253398201631,0.010027361401622376,1
2015-07-31,8532.85,8456.1,8548.95,8448.0,209630000.0,1.32,0.013186017240969905,0.018841678557143027,0.001326049838351162,8405.539999999999,8490.545,0.9899882751931707,0.012129897882084914,1
2015-08-03,8543.05,8510.65,8563.95,8508.1,161490000.0,0.12,0.0011953802070818753,0.014397159752072008,0.021773711278555208,8441.95,8484.505000000001,0.9949843862429216,0.005952395287898769,0
2015-08-04,8516.9,8564.1,8565.15,8448.25,193230000.0,-0.31,-0.003060967687184224,-0.0018692465002901892,0.02157850545759854,8477.929999999998,8483.25,0.9993728818554208,0.006010344143047594,1
2015-08-05,8567.95,8547.45,8591.85,8545.85,136950000.0,0.6,0.00599396494029536,0.0029146499201107012,0.023032698312249078,8516.51,8476.695,1.004696995704104,0.006060259526319948,1
2015-08-06,8588.65,8585.8,8606.3,8551.5,139120000.0,0.24,0.0024159804854135825,0.008424426728034895,0.019811679213469935,8549.88,8476.58,1.0086473554192845,0.006094598922640413,0
